Vinken NNP NNP
Elsevier NNP NNP
Micronite NNP NN
forum NN NN
spokewoman NN NN
Dana-Farber NNP NNP
Cancer NNP NNP
Cancer NNP NNP
filter NN NN
diagnosed NN VBN
lung NN NN
Groton NNP NNP
Hollingsworth NNP NNP
Vose NNP NNP
needle-like NN JJ
classified NN VBN
amphobiles NN NNS
Brooke NNP NNP
pathlogy NN NN
Areas NNP NNS
Darrell NNP NNP
Hollingsworth NNP NNP
Vose NNP NNP
Compound NNP NN
reinvestment NN NN
Shorter NNP JJR
money-fund NN NN
World-Wide NNP NNP
top-yielding NN JJ
9.37 NN CD
8.19 NN CD
8.22 NN CD
8.56 NN CD
Bolduc NNP NNP
W.R. NNP NNP
83.4 NN CD
energy-services NN JJ
Terrence NNP NNP
Daniels NNP NNP
W.R. NNP NNP
W.R. NNP NNP
Finmeccanica NNP NNP
Vitulli NNP NNP
Vitulli NNP NNP
Hoosier NNP NNP
Rust NNP NNP
rusty NN JJ
Maytag NNP NNP
knowns NN NNS
Trojan NNP NNP
Cheese NNP NNP
escort NN NN
busloads NN NNS
wives NN NNS
raced NN VBD
Speedway NNP NNP
unimpeded NN JJ
speedway NN NN
hauled NN VBD
10-lap NN JJ
drooled NN VBD
schoolboys NN NNS
dummies NN NNS
execs NN NNS
boarding NN VBG
Knowing NNP VBG
meal NN NN
ovation NN NN
sluggishness NN NN
fixtures NN NNS
weeklies NN NNS
Newsweek NNP NNP
Zuckerman NNP NNP
Spoon NNP NNP
Newsweek NNP NNP
Newsweek NNP NNP
subscriber NN NN
Newsweek NNP NNP
Circulation NNP NNP
325,000 NN CD
340,000 NN CD
Spoon NNP NNP
Newsweek NNP NNP
1,620 NN CD
Newsweek NNP NNP
Newsweek NNP NNP
3,288,453 NN CD
2,303,328 NN CD
payoff NN NN
Westborough NNP NNP
ratepayers NN NNS
Curry NNP NNP
Curry NNP NNP
Curry NNP NNP
precedent NN NN
Braidwood NNP NNP
245 NN CD
Braidwood NNP NNP
Braidwood NNP NNP
72.7 NN CD
500,004 NN CD
361,376 NN CD
30,841 NN CD
13,056 NN CD
Instruments NNP NNPS
Instruments NNP NNPS
Chinchon NNP NNP
Documents NNP NNS
product-design NN JJ
Barnum NNP NNP
Barnum NNP NNP
worst-case NN JJ
98.3 NN CD
promissory NN JJ
complicate NN VB
Smaby NNP NNP
Smaby NNP NNP
Regarded NNP VBN
241 NN CD
Pardus NNP NNP
unfair-trade NN JJ
varying NN VBG
denial NN NN
intellectual-property NN JJ
offending NN VBG
lower-priority NN JJ
less-serious NN JJ
intellectual-property NN JJ
piracy NN NN
halve NN VB
third-highest NN JJS
declaration NN NN
Economy NNP NNP
Nestor NNP NNP
Rapanelli NNP NNP
stature NN NN
aspires NN VBZ
external NN JJ
Rapanelli NNP NNP
Miguel NNP NNP
Alurralde NNP NNP
Rapanelli NNP NNP
Rapanelli NNP NNP
Menem NNP NNP
THREE NNP CD
COMPUTERS NNP NNS
THAT NNP WDT
garage NN NN
Wozniak NNP NNP
hobbyists NN NNS
Homebrew NNP NNP
affordable NN JJ
1,298 NN CD
Shugart NNP NNP
Strait NNP NNP
321,000 NN CD
Whiting NNP NNP
Pty. NNP NNP
Whiting NNP NNP
Perch NNP NNP
Dolphin NNP NNP
Seahorse NNP NNP
Tarwhine NNP NNP
Optical NNP NNP
gelatin NN NN
capsules NN NNS
non-encapsulating NN JJ
37.3 NN CD
Akerfeldt NNP NNP
Gingl NNP NNP
Lord NNP NNP
Chilver NNP NNP
Clays NNP NNP
nonexecutive NN JJ
single-handedly NN RB
securities-based NN JJ
701 NN CD
mortgage-based NN JJ
prepayment NN NN
prepayment NN NN
redeploy NN VB
tenth NN NN
S.p.A. NNP NNP
37-a-share NN JJ
pursuant NN JJ
craze NN NN
Washington-based NNP JJ
mania NN NN
oblivion NN NN
open-end NN JJ
one-country NN JJ
Porter NNP NNP
Behind NNP IN
hoopla NN NN
nets NN NNS
diversify NN VB
smattering NN NN
Country NNP NN
fattened NN VBN
Porter NNP NNP
aghast NN JJ
jumping NN VBG
188 NN CD
pre-Communist NN JJ
Coincident NNP JJ
188 NN CD
Kerensky NNP NNP
1917 NN CD
1934 NN CD
Default NNP NNP
pre-1917 NN JJ
pre-1933 NN JJ
Factories NNP NNS
236.74 NN CD
236.79 NN CD
59.6 NN CD
415.6 NN CD
415.8 NN CD
Mayland NNP NNP
taper NN VB
cite NN VBP
conforms NN VBZ
Platt NNP NNP
eases NN VBZ
234.4 NN CD
497.34 NN CD
Spending NNP NN
nonresidential NN JJ
99.1 NN CD
renovation NN NN
purhasing NN NN
abating NN VBG
gauges NN VBZ
Americana NNP NNS
Haruki NNP NNP
Kodansha NNP NNP
320 NN CD
desultory NN JJ
self-aggrandizing NN JJ
we-Japanese NN JJ
perpetuate NN VBP
unfathomable NN JJ
nutty NN JJ
brat NN NN
dominating NN VBG
best-seller NN NN
Whiting NNP NNP
Nipponese NNP JJ
Wa NNP NNP
ballplayers NN NNS
Gotta NNP NNP
Wa NNP NNP
chronicle NN NN
ballplayers NN NNS
rationed NN VBN
Soho NNP NNP
17.95 NN CD
petulant NN JJ
impudent NN JJ
Luce NNP NNP
Fellowship NNP NNP
regret NN NN
supercilious NN JJ
passages NN NNS
invades NN VBZ
regimented NN JJ
dormitory NN NN
prying NN JJ
caretaker NN NN
salarymen NN NNS
sake NN NN
hierarchical NN JJ
chary NN JJ
enormously NN RB
raring NN JJ
invent NN VB
Siti NNP NNP
Zaharah NNP NNP
Sulaiman NNP NNP
No-Smoking NNP NNP
Week NNP NNP
Mara NNP NNP
on-campus NN JJ
26,000 NN CD
signboards NN NNS
Olympic NNP NNP
food-shop NN JJ
mainland NN NN
PAP NNP NNP
