! Bam
! Mort
! Outreach
! Theft
! dolce
# 10.13
# 10.37
# 114.7
# 128
# 13.35
# 13.78
# 130.6
# 14.13
# 142.5
# 174.5
# 185.5
# 208.7
# 215
# 278
# 315.5
# 32.8
# 320
# 35.4
# 39.8
# 43.5
# 54.8
# 55.2
# 557
# 75.6
# 76.6
# 8.43
# 89.7
# 92.6
# 94.8
$ 1,014
$ 1,026.46
$ 1,027
$ 1,030
$ 1,040
$ 1,048,500,000
$ 1,050
$ 1,059.04
$ 1,103.11
$ 1,150,000
$ 1,298
$ 1,368
$ 1,600
$ 1,647
$ 1,735
$ 1,800-a-year
$ 1-million-plus
$ 1.01
$ 1.02
$ 1.045
$ 1.09
$ 1.1270
$ 1.1280
$ 1.143
$ 1.1510
$ 1.1580
$ 1.16
$ 1.1650
$ 1.17
$ 1.1960
$ 1.23-a-pound
$ 1.2345
$ 1.2795
$ 1.28
$ 1.3210
$ 1.51
$ 1.57
$ 1.5775
$ 1.5795
$ 1.5825
$ 1.5885
$ 1.5920
$ 1.5930
$ 1.5990
$ 1.60
$ 1.61
$ 1.6143
$ 1.66
$ 1.68
$ 1.83
$ 1.87
$ 1.89
$ 1.9375
$ 1.94
$ 1.99
$ 10-a-share
$ 10.17
$ 10.3
$ 10.40
$ 10.50
$ 10.625
$ 10.75
$ 10.8
$ 10.9
$ 100.2
$ 100.625
$ 100.8
$ 101.4
$ 101.5
$ 101.7
$ 101.75
$ 102.1
$ 102.25
$ 102.625
$ 105.2
$ 106.6
$ 107.50
$ 107.8
$ 108.3
$ 108.4
$ 108.6
$ 108.625
$ 108.8
$ 109.25
$ 109.50
$ 11,775,000
$ 11.0
$ 11.07
$ 11.11
$ 11.125
$ 11.13
$ 11.38
$ 11.41
$ 11.44
$ 11.50
$ 11.625
$ 11.80
$ 110.1
$ 110.625
$ 110.9
$ 111,000
$ 112,000
$ 112.2
$ 112.625
$ 113.2
$ 114.2
$ 114.4
$ 116,385,000
$ 117
$ 117.3
$ 117.375
$ 117.9
$ 12,092
$ 12,252
$ 12,275
$ 12,345
$ 12,500
$ 12,591
$ 12,915,000
$ 12.05
$ 12.375
$ 12.48
$ 12.60
$ 12.66
$ 12.9
$ 120-a-share
$ 120.1
$ 120.6
$ 121.6
$ 122
$ 122.4
$ 123.1
$ 123.7
$ 124,732
$ 124,875
$ 124.2
$ 125-a-share
$ 125-billion-a-year
$ 125.1
$ 126
$ 126.1
$ 127,446
$ 128
$ 128.1
$ 129
$ 129.3
$ 129.6
$ 13,120
$ 13,249
$ 13,433
$ 13,865,000
$ 13.05
$ 13.39
$ 13.64
$ 13.65
$ 13.71
$ 130,000
$ 130.2
$ 130.7
$ 130.875
$ 131.3
$ 132
$ 132,000
$ 132.8
$ 132.9
$ 133.1
$ 134.2
$ 134.8
$ 134.9
$ 136
$ 136.4
$ 137.2
$ 137.20
$ 137.4
$ 137.6
$ 139
$ 14,000
$ 14.06
$ 14.125
$ 14.25
$ 14.31
$ 14.4
$ 14.43
$ 14.50
$ 14.85
$ 14.9
$ 141.9
$ 142.2
$ 142.4
$ 142.7
$ 143.6
$ 144.1
$ 144.4
$ 144.5
$ 144.9
$ 145.21
$ 145.7
$ 146
$ 147
$ 147.5
$ 148
$ 148.5
$ 149.3
$ 149.9
$ 15,015,000
$ 15,472
$ 15,845,000
$ 15.25
$ 15.3
$ 15.31
$ 15.50
$ 15.7
$ 15.8
$ 15.97
$ 150.2
$ 150.3
$ 151,000
$ 152.08
$ 153.3
$ 153.9
$ 154.2
$ 154.3
$ 155.3
$ 155.4
$ 156.3
$ 156.82
$ 157.8
$ 16,072
$ 16,250
$ 16,489
$ 16,746
$ 16.20
$ 16.22
$ 16.25
$ 16.3
$ 16.375
$ 16.75
$ 16.95
$ 16.97
$ 160,000
$ 160.4
$ 161.8
$ 162,000
$ 163
$ 163.2
$ 164
$ 166.8
$ 167.9
$ 168
$ 168.50
$ 168.7
$ 169.28
$ 169.4
$ 169.9
$ 17,000
$ 17,500
$ 17,699
$ 17.12
$ 17.25
$ 17.37
$ 17.375
$ 17.39
$ 17.4
$ 17.95
$ 171
$ 171.9
$ 174.8
$ 175,000
$ 177
$ 177.4
$ 178
$ 178.0
$ 178.5
$ 18,444
$ 18-to-$19
$ 18.50
$ 18.6
$ 18.875
$ 180.7
$ 182.6
$ 184.4
$ 185.1
$ 185.9
$ 186.4
$ 187.8
$ 188
$ 188.1
$ 188.5
$ 19.1
$ 19.2
$ 19.50
$ 19.60
$ 19.7
$ 19.8
$ 19.9
$ 19.98
$ 190.1
$ 190.3
$ 191.2
$ 191.4
$ 191.75
$ 191.9
$ 192
$ 192.5
$ 192.9
$ 193.3
$ 194,000
$ 195
$ 196,785
$ 196.2
$ 198.41
$ 199
$ 2,052.10
$ 2,099
$ 2,500-per-job
$ 2.03
$ 2.08
$ 2.10
$ 2.11
$ 2.14
$ 2.15
$ 2.16
$ 2.20
$ 2.23
$ 2.28
$ 2.32
$ 2.41
$ 2.42
$ 2.4225
$ 2.46
$ 2.47
$ 2.53
$ 2.55
$ 2.59
$ 2.60
$ 2.61
$ 2.65
$ 2.66
$ 2.74
$ 2.78
$ 2.83
$ 2.86
$ 2.88
$ 2.90
$ 2.94
$ 2.95
$ 2.97
$ 20.07
$ 20.625
$ 20.8
$ 20.875
$ 200.2
$ 200.3
$ 201,028
$ 201.7
$ 204.5
$ 206
$ 207.4
$ 208.7
$ 208.8
$ 21.03
$ 21.1
$ 21.25
$ 21.25-a-share
$ 21.33
$ 21.5
$ 21.625
$ 21.72
$ 21.88
$ 21.9
$ 210.3
$ 210.8
$ 212.1
$ 213
$ 213.2
$ 215
$ 216
$ 217.5
$ 22,000
$ 22,985,000
$ 22.3
$ 22.50
$ 22.75
$ 22.9
$ 221.4
$ 222
$ 222.8
$ 223.3
$ 224
$ 224.5
$ 224.75
$ 225,000
$ 225.5
$ 226.5
$ 23.00
$ 23.25
$ 23.3
$ 23.31
$ 23.53
$ 23.625
$ 23.65
$ 230-a-share
$ 230.8
$ 232.6
$ 234
$ 234.4
$ 234.5
$ 236.74
$ 236.79
$ 238.3
$ 24,891
$ 24,985,000
$ 24.05
$ 24.3
$ 24.4
$ 24.5
$ 24.8
$ 24.9
$ 240.86
$ 241.6
$ 241.9
$ 243
$ 243.2
$ 244.2
$ 244.6
$ 245
$ 246.9
$ 248.2
$ 249.5
$ 25.125
$ 25.5
$ 25.6
$ 25.7
$ 25.8
$ 25.875
$ 250.80
$ 254
$ 256,000
$ 256.6
$ 257.8
$ 258.9
$ 26,350
$ 26.02
$ 26.54
$ 26.7
$ 26.81
$ 26.875
$ 260,000
$ 260.5
$ 261.3
$ 262.4
$ 263.2
$ 266
$ 266.2
$ 266.5
$ 268.98
$ 269
$ 269.3
$ 27,225
$ 27-a-share
$ 27.125
$ 27.2
$ 27.4
$ 27.50-a-share
$ 27.6
$ 27.9
$ 272,000
$ 274
$ 274,475
$ 274.2
$ 278
$ 278.4
$ 279.0
$ 279.1
$ 279.8
$ 28.1
$ 28.4
$ 28.6
$ 28.7
$ 28.75
$ 280,000
$ 281.2
$ 283.8
$ 283.9
$ 284
$ 285
$ 286.8
$ 287
$ 29.25
$ 29.6
$ 29.7
$ 29.75
$ 29.9
$ 293.9
$ 294.6
$ 295.7
$ 296.95
$ 298
$ 3,175
$ 3,200
$ 3,855.60
$ 3-a-person
$ 3-a-share
$ 3.02
$ 3.03
$ 3.04
$ 3.07
$ 3.09
$ 3.10
$ 3.12
$ 3.13
$ 3.14
$ 3.15
$ 3.16
$ 3.19
$ 3.20
$ 3.21
$ 3.22
$ 3.28
$ 3.29
$ 3.36
$ 3.39
$ 3.40
$ 3.43
$ 3.46
$ 3.51
$ 3.52
$ 3.53
$ 3.54
$ 3.55
$ 3.57
$ 3.59
$ 3.60
$ 3.62
$ 3.625
$ 3.71
$ 3.74
$ 3.84
$ 3.85
$ 3.86
$ 3.89
$ 3.90
$ 3.95
$ 3.97
$ 3.98
$ 30,180
$ 30.41
$ 30.5
$ 30.7
$ 301.9
$ 303.7
$ 304
$ 305.7
$ 306
$ 306.6
$ 307
$ 309.3
$ 31.05
$ 31.1
$ 31.125
$ 31.4
$ 31.48
$ 31.50
$ 31.65
$ 31.7
$ 31.875
$ 311.6
$ 311.8
$ 313
$ 313.2
$ 314.6
$ 315
$ 32.3
$ 32.4
$ 32.50
$ 32.7
$ 32.8
$ 32.82
$ 320
$ 320,000
$ 321
$ 323.2
$ 324
$ 324.75
$ 325,000
$ 326
$ 326,000
$ 329.2
$ 33.2
$ 33.3
$ 33.75
$ 33.875
$ 33.90
$ 330.1
$ 331
$ 331,000
$ 334.8
$ 335
$ 336.4
$ 34,215,000
$ 34-a-share
$ 34.2
$ 34.25
$ 34.3
$ 34.375
$ 34.5
$ 34.9
$ 340,000
$ 340.7
$ 342
$ 342,122
$ 343
$ 345.5
$ 347
$ 348.4
$ 35,000-to-$50,000
$ 35.2
$ 35.7
$ 35.875
$ 35.9
$ 351
$ 351.2
$ 353,500
$ 354
$ 36,000
$ 36.2
$ 36.3
$ 36.50
$ 36.9
$ 361.8
$ 365
$ 366.79
$ 367
$ 367.10
$ 368
$ 368.25
$ 368.5
$ 369.10
$ 37-a-share
$ 37.2
$ 37.3
$ 37.375
$ 37.50
$ 37.7
$ 37.875
$ 370.60
$ 371.20
$ 372.1
$ 373.40
$ 374
$ 374.70
$ 375
$ 375,000
$ 376
$ 376,000
$ 377
$ 377.60
$ 378
$ 378.1
$ 378.30
$ 379
$ 38,000
$ 38,489
$ 38.2
$ 38.32
$ 38.4
$ 38.8
$ 38.9
$ 380.80
$ 381,000
$ 383.8
$ 383.9
$ 387.8
$ 39,000
$ 39.08
$ 39.125
$ 39.2
$ 39.25
$ 39.5
$ 39.68
$ 39.75
$ 39.8
$ 39.9
$ 390
$ 390,000
$ 390.5
$ 391
$ 393.4
$ 394.4
$ 395,374
$ 396
$ 4,199
$ 4,555
$ 4,995
$ 4,999
$ 4.03
$ 4.06
$ 4.0675
$ 4.10
$ 4.11
$ 4.14
$ 4.20
$ 4.27
$ 4.32
$ 4.375
$ 4.38
$ 4.41
$ 4.45
$ 4.46
$ 4.469
$ 4.47
$ 4.48
