protocole NomC-masc-sing NomC-masc-sing
Pologne NomC-masc-sing NomP-wtdt-femi-sing
notes NomC-masc-sing NomC-femi-plur
diplomatiques NomC-masc-sing AdjQ-femi-plur
Yougoslavie NomC-masc-sing NomP-wtdt-femi-sing
notes NomC-masc-sing NomC-femi-plur
diplomatiques NomC-masc-sing AdjQ-femi-plur
Yougoslavie NomC-masc-sing NomP-wtdt-femi-sing
rechercher NomC-masc-sing Verb-InfPré
intentées NomC-masc-sing Verb-ParPas-femi-plur
numéros NomC-masc-sing NomC-masc-plur
332-4910 NomC-masc-sing NomP-nodt-lbl
332-4911 NomC-masc-sing NomP-nodt-lbl
332-5112 NomC-masc-sing NomP-nodt-lbl
332-5142 NomC-masc-sing NomP-nodt-lbl
incl. NomC-masc-sing AdjQ-femi-sing-abbr
332-5152 NomC-masc-sing NomP-nodt-lbl
Nic NomC-masc-sing NomP-nodt-phum-masc-sing
Leblanc NomC-masc-sing NomP-nodt-fam
Longueuil NomC-masc-sing NomP-nodt-pgeo
compétitivité NomC-masc-sing NomC-femi-sing
Parmi NomC-masc-sing Prep
celles-ci NomC-masc-sing Pron-pdem-femi-plur
hautement NomC-masc-sing Adve
largement NomC-masc-sing Adve
indispensable NomC-masc-sing AdjQ-femi-sing
subventionnaires NomC-masc-sing AdjQ-masc-plur
99(2) NomC-masc-sing NomP-nodt-lbl
fournisse NomC-masc-sing Verb-SubPré-sing-p3
précité NomC-masc-sing AdjQ-masc-sing
Ray NomC-masc-sing NomP-nodt-phum-masc-sing
Hnatyshyn NomC-masc-sing NomP-nodt-fam
Procureur NomC-masc-sing NomC-masc-sing
C-146 NomC-masc-sing NomP-nodt-lbl
apportant NomC-masc-sing Verb-ParPré
corrélatives NomC-masc-sing AdjQ-femi-plur
prenne NomC-masc-sing Verb-SubPré-sing-p3
provient NomC-masc-sing Verb-IndPré-sing-p3
Sandspit NomC-masc-sing NomP-nodt-pgeo
Queen~~Charlotte~~City NomC-masc-sing NomP-nodt-pgeo
Masset NomC-masc-sing NomP-nodt-pgeo
Port~~Clements NomC-masc-sing NomP-nodt-pgeo
îles NomC-masc-sing NomC-femi-plur
traversier NomC-masc-sing NomC-masc-sing
répercute NomC-masc-sing Verb-IndPré-sing-p3
fret NomC-masc-sing NomC-masc-sing
fret NomC-masc-sing NomC-masc-sing
doublé NomC-masc-sing Verb-ParPas-masc-sing
éventuellement NomC-masc-sing Adve
réaffectation NomC-masc-sing NomC-femi-sing
naître NomC-masc-sing Verb-InfPré
Smithers NomC-masc-sing NomP-nodt-pgeo
Telkwa NomC-masc-sing NomP-nodt-pgeo
situées NomC-masc-sing Verb-ParPas-femi-plur
Bulkley NomC-masc-sing NomP-nodt-pgeo
distingués NomC-masc-sing AdjQ-masc-plur
frappant NomC-masc-sing Verb-ParPré
251 NomC-masc-sing Num
interdiction NomC-masc-sing NomC-femi-sing
légale NomC-masc-sing AdjQ-femi-sing
avortement NomC-masc-sing NomC-masc-sing
voter NomC-masc-sing Verb-InfPré
protégerait NomC-masc-sing Verb-ConPré-sing-p3
naître NomC-masc-sing Verb-InfPré
grossesse NomC-masc-sing NomC-femi-sing
à~~l'exception~~de NomC-masc-sing Prep
avortement NomC-masc-sing NomC-masc-sing
sauver NomC-masc-sing Verb-InfPré
Fernand NomC-masc-sing NomP-nodt-phum-masc-sing
Robichaud NomC-masc-sing NomP-nodt-fam
Westmorland NomC-masc-sing NomP-nodt-pgeo
Kent NomC-masc-sing NomP-nodt-pgeo
Port NomC-masc-sing NomP-nodt-pgeo
Elgin NomC-masc-sing NomP-nodt-pgeo
Bayfield NomC-masc-sing NomP-nodt-pgeo
Cape~~Tormentine NomC-masc-sing NomP-nodt-pgeo
Murray~~Corners NomC-masc-sing NomP-nodt-pgeo
récente NomC-masc-sing AdjQ-femi-sing
saisonnière NomC-masc-sing AdjQ-femi-sing
sud-est NomC-masc-sing NomC-masc-sing
inévitables NomC-masc-sing AdjQ-femi-plur
déductibles NomC-masc-sing AdjQ-femi-plur
soussignés NomC-masc-sing NomC-masc-plur
véritablement NomC-masc-sing Adve
allégeant NomC-masc-sing Verb-ParPré
versant NomC-masc-sing Verb-ParPré
étalement NomC-masc-sing NomC-masc-sing
privera NomC-masc-sing Verb-IndFut-sing-p3
sapera NomC-masc-sing Verb-IndFut-sing-p3
Thunder NomC-masc-sing NomP-nodt-pgeo
Bay NomC-masc-sing NomP-nodt-pgeo
angoisse NomC-masc-sing NomC-femi-sing
atteints NomC-masc-sing Verb-ParPas-masc-plur
proches NomC-masc-sing NomC-masc-plur
en~~sorte~~qu' NomC-masc-sing ConS
proportionnels NomC-masc-sing AdjQ-masc-plur
Thunder NomC-masc-sing NomP-nodt-pgeo
Bay NomC-masc-sing NomP-nodt-pgeo
inquiètes NomC-masc-sing AdjQ-femi-plur
Inquiets NomC-masc-sing AdjQ-masc-plur
dangers NomC-masc-sing NomC-masc-plur
invitent NomC-masc-sing Verb-IndPré-plur-p3
repousser NomC-masc-sing Verb-InfPré
Ian NomC-masc-sing NomP-nodt-phum-masc-sing
Thunder NomC-masc-sing NomP-nodt-pgeo
Bay NomC-masc-sing NomP-nodt-pgeo
certifiés NomC-masc-sing Verb-ParPas-masc-plur
Services NomC-masc-sing NomC-masc-plur
complexes NomC-masc-sing AdjQ-masc-plur
habituellement NomC-masc-sing Adve
partagées NomC-masc-sing Verb-ParPas-femi-plur
âprement NomC-masc-sing Adve
défendues NomC-masc-sing Verb-ParPas-femi-plur
penche NomC-masc-sing Verb-IndPré-sing-p3
directe NomC-masc-sing AdjQ-femi-sing
laisser-faire NomC-masc-sing NomC-masc-sing
directe NomC-masc-sing AdjQ-femi-sing
tout~~de~~même NomC-masc-sing Adve
forcer NomC-masc-sing Verb-InfPré
modelées NomC-masc-sing Verb-ParPas-femi-plur
touchés NomC-masc-sing Verb-ParPas-masc-plur
découlent NomC-masc-sing Verb-IndPré-plur-p3
concentre NomC-masc-sing Verb-IndPré-sing-p3
le~~plus~~possible NomC-masc-sing Adve
plutôt~~que~~de NomC-masc-sing Prep
ancrées NomC-masc-sing Verb-ParPas-femi-plur
fonctionneront NomC-masc-sing Verb-IndFut-plur-p3
